Agregados macroeconómicos;Ramas de actividad;Periodo;Total
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2016;15.432
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2015;13.505
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2014;14.247
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2013;10.789
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2012;15.220
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2011;15.203
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2010;17.201
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2009;31.248
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2008;28.272
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2007;25.502
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2006;20.843
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2005;18.333
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2004;17.234
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2003;15.787
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2002;15.251
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2001;13.900
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2000;10.311
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1999;8.522
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1998;9.255
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1997;8.638
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1996;7.910
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1995;7.486
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2018;21.133
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2017;17.884
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2016;15.432
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2015;13.505
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2014;14.247
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2013;10.789
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2012;15.220
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2011;15.203
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2010;17.201
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2009;31.248
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2008;28.272
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2007;25.502
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2006;20.843
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2005;18.333
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2004;17.234
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2003;15.787
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2002;15.251
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2001;13.900
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;2000;10.311
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1999;8.522
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1998;9.255
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1997;8.638
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1996;7.910
Excedente de explotación bruto y Renta mixta bruta;K Actividades financieras y de seguros;1995;7.486
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2018;..
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2017;10.984
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2016;8.172
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2015;8.711
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2014;8.598
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2013;5.164
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2012;8.315
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2011;8.732
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2010;11.175
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2009;25.352
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2008;21.529
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2007;20.324
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2006;16.085
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2005;13.653
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2004;12.727
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2003;12.375
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2002;11.826
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2001;11.088
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;2000;9.002
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;1999;6.896
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;1998;7.109
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;1997;6.980
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;1996;6.269
Excedente de explotación bruto y Renta mixta bruta;64 Servicios financieros, excepto seguros y fondos de pensiones;1995;6.393
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2018;..
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2017;4.211
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2016;4.906
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2015;2.506
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2014;3.690
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2013;3.813
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2012;5.187
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2011;4.790
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2010;4.351
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2009;4.255
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2008;4.920
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2007;3.341
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2006;3.030
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2005;3.114
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2004;2.967
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2003;2.100
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2002;2.310
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2001;1.515
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;2000;-287
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;1999;38
Excedente de explotación bruto y Renta mixta bruta;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;1998;677
